=== Job info ===
Node:     gnode13
  step  28000  loss=0.04080  exact=0.6750  pairwise=0.9847
  step  29000  loss=0.03999  exact=0.7312  pairwise=0.9848
  step  30000  loss=0.03957  exact=0.7112  pairwise=0.9854
  step  31000  loss=0.03925  exact=0.7095  pairwise=0.9847
  step  32000  loss=0.03870  exact=0.7319  pairwise=0.9860
  step  33000  loss=0.03867  exact=0.6905  pairwise=0.9852
  step  34000  loss=0.03772  exact=0.6953  pairwise=0.9861
  step  35000  loss=0.03749  exact=0.7299  pairwise=0.9856
  step  36000  loss=0.03710  exact=0.6968  pairwise=0.9863
  step  37000  loss=0.03692  exact=0.7266  pairwise=0.9864
  step  38000  loss=0.03664  exact=0.6336  pairwise=0.9857
  step  39000  loss=0.03614  exact=0.7216  pairwise=0.9862
  step  40000  loss=0.03571  exact=0.7194  pairwise=0.9858
  step  41000  loss=0.03541  exact=0.7064  pairwise=0.9872
  step  42000  loss=0.03527  exact=0.7277  pairwise=0.9871
  step  43000  loss=0.03515  exact=0.6744  pairwise=0.9870
  step  44000  loss=0.03447  exact=0.6837  pairwise=0.9866
  step  45000  loss=0.03455  exact=0.7239  pairwise=0.9871
  step  46000  loss=0.03409  exact=0.7114  pairwise=0.9872
  step  47000  loss=0.03352  exact=0.7263  pairwise=0.9871
  step  48000  loss=0.03373  exact=0.7338  pairwise=0.9875
  step  49000  loss=0.03240  exact=0.7162  pairwise=0.9878
  step  50000  loss=0.03280  exact=0.7181  pairwise=0.9881
  step  51000  loss=0.03243  exact=0.7403  pairwise=0.9876
  step  52000  loss=0.03221  exact=0.7484  pairwise=0.9882
  step  53000  loss=0.03218  exact=0.7328  pairwise=0.9879
  step  54000  loss=0.03154  exact=0.7446  pairwise=0.9883
  step  55000  loss=0.03145  exact=0.7664  pairwise=0.9876
  step  56000  loss=0.03135  exact=0.7552  pairwise=0.9885
  step  57000  loss=0.03116  exact=0.7202  pairwise=0.9883
  step  58000  loss=0.03088  exact=0.7529  pairwise=0.9886
  step  59000  loss=0.03017  exact=0.7521  pairwise=0.9879
  step  60000  loss=0.03024  exact=0.7372  pairwise=0.9884
  step  61000  loss=0.03013  exact=0.7582  pairwise=0.9887
  step  62000  loss=0.03009  exact=0.7417  pairwise=0.9896
  step  63000  loss=0.02966  exact=0.7320  pairwise=0.9884
  step  64000  loss=0.02926  exact=0.7267  pairwise=0.9888
  step  65000  loss=0.02936  exact=0.7528  pairwise=0.9885
  step  66000  loss=0.02922  exact=0.7292  pairwise=0.9892
  step  67000  loss=0.02918  exact=0.7069  pairwise=0.9891
  step  68000  loss=0.02871  exact=0.7227  pairwise=0.9890
  step  69000  loss=0.02848  exact=0.7409  pairwise=0.9891
  step  70000  loss=0.02890  exact=0.7162  pairwise=0.9895
  step  71000  loss=0.02784  exact=0.7566  pairwise=0.9892
  step  72000  loss=0.02810  exact=0.7486  pairwise=0.9894
  step  73000  loss=0.02785  exact=0.7331  pairwise=0.9897
  step  74000  loss=0.02784  exact=0.7290  pairwise=0.9892
  step  75000  loss=0.02806  exact=0.7304  pairwise=0.9894
  step  76000  loss=0.02758  exact=0.7562  pairwise=0.9894
  step  77000  loss=0.02746  exact=0.6880  pairwise=0.9896
  step  78000  loss=0.02768  exact=0.7431  pairwise=0.9902
  step  79000  loss=0.02710  exact=0.7300  pairwise=0.9900
  step  80000  loss=0.02692  exact=0.7449  pairwise=0.9897
  step  81000  loss=0.02743  exact=0.7331  pairwise=0.9899
  step  82000  loss=0.02680  exact=0.7449  pairwise=0.9904
  step  83000  loss=0.02672  exact=0.7600  pairwise=0.9902
  step  84000  loss=0.02707  exact=0.7413  pairwise=0.9901
  step  85000  loss=0.02657  exact=0.7469  pairwise=0.9904
  step  86000  loss=0.02621  exact=0.7642  pairwise=0.9904
  step  87000  loss=0.02646  exact=0.7248  pairwise=0.9899
  step  88000  loss=0.02619  exact=0.7832  pairwise=0.9901
  step  89000  loss=0.02581  exact=0.7380  pairwise=0.9905
  step  90000  loss=0.02599  exact=0.7034  pairwise=0.9897
  step  91000  loss=0.02611  exact=0.7744  pairwise=0.9901
  step  92000  loss=0.02596  exact=0.7561  pairwise=0.9904
  step  93000  loss=0.02553  exact=0.7714  pairwise=0.9908
  step  94000  loss=0.02555  exact=0.7603  pairwise=0.9904
  step  95000  loss=0.02565  exact=0.7382  pairwise=0.9907
  step  96000  loss=0.02545  exact=0.7653  pairwise=0.9905
  step  97000  loss=0.02544  exact=0.7597  pairwise=0.9907
  step  98000  loss=0.02559  exact=0.7701  pairwise=0.9905
  step  99000  loss=0.02562  exact=0.7207  pairwise=0.9901
  step 100000  loss=0.02553  exact=0.7575  pairwise=0.9905
  step 101000  loss=0.02513  exact=0.7644  pairwise=0.9908
  step 102000  loss=0.02508  exact=0.7932  pairwise=0.9885
  step 103000  loss=0.02516  exact=0.7731  pairwise=0.9910
  step 104000  loss=0.02463  exact=0.7613  pairwise=0.9914
  step 105000  loss=0.02498  exact=0.7443  pairwise=0.9910
  step 106000  loss=0.02509  exact=0.7794  pairwise=0.9905
  step 107000  loss=0.02500  exact=0.7727  pairwise=0.9902
  step 108000  loss=0.02455  exact=0.7707  pairwise=0.9907
  step 109000  loss=0.02495  exact=0.7647  pairwise=0.9901
  step 110000  loss=0.02531  exact=0.7544  pairwise=0.9909
  step 111000  loss=0.02445  exact=0.7819  pairwise=0.9909
  step 112000  loss=0.02458  exact=0.7661  pairwise=0.9912
  step 113000  loss=0.02417  exact=0.7580  pairwise=0.9910
  step 114000  loss=0.02432  exact=0.7207  pairwise=0.9909
  step 115000  loss=0.02453  exact=0.6915  pairwise=0.9896
  step 116000  loss=0.02419  exact=0.7362  pairwise=0.9909
  step 117000  loss=0.02420  exact=0.7311  pairwise=0.9909
  step 118000  loss=0.02409  exact=0.7407  pairwise=0.9910
  step 119000  loss=0.02428  exact=0.7558  pairwise=0.9905
  step 120000  loss=0.02417  exact=0.7771  pairwise=0.9906
  step 121000  loss=0.02385  exact=0.7781  pairwise=0.9905
  step 122000  loss=0.02428  exact=0.7627  pairwise=0.9913
  step 123000  loss=0.02413  exact=0.7408  pairwise=0.9913
  step 124000  loss=0.02389  exact=0.7577  pairwise=0.9910
  step 125000  loss=0.02401  exact=0.7623  pairwise=0.9915
  step 126000  loss=0.02351  exact=0.7564  pairwise=0.9903
  step 127000  loss=0.02377  exact=0.7721  pairwise=0.9912
  step 128000  loss=0.02337  exact=0.7644  pairwise=0.9910
  step 129000  loss=0.02500  exact=0.7576  pairwise=0.9915
  step 130000  loss=0.02366  exact=0.7262  pairwise=0.9908
  step 131000  loss=0.02364  exact=0.7454  pairwise=0.9910
  step 132000  loss=0.02353  exact=0.7532  pairwise=0.9909
  step 133000  loss=0.02362  exact=0.7672  pairwise=0.9913
  step 134000  loss=0.02342  exact=0.7746  pairwise=0.9915
  step 135000  loss=0.02364  exact=0.7791  pairwise=0.9912
  step 136000  loss=0.02315  exact=0.7603  pairwise=0.9917
  step 137000  loss=0.02337  exact=0.7713  pairwise=0.9917
  step 138000  loss=0.02351  exact=0.7663  pairwise=0.9916
  step 139000  loss=0.02378  exact=0.7348  pairwise=0.9913
  step 140000  loss=0.02342  exact=0.7457  pairwise=0.9912
  step 141000  loss=0.02315  exact=0.7754  pairwise=0.9919
  step 142000  loss=0.02318  exact=0.7170  pairwise=0.9909
  step 143000  loss=0.02332  exact=0.7425  pairwise=0.9913
  step 144000  loss=0.02372  exact=0.7558  pairwise=0.9913
  step 145000  loss=0.02328  exact=0.7551  pairwise=0.9916
  step 146000  loss=0.02300  exact=0.7834  pairwise=0.9910
  step 147000  loss=0.02321  exact=0.7445  pairwise=0.9910
  step 148000  loss=0.02308  exact=0.7361  pairwise=0.9913
  step 149000  loss=0.02352  exact=0.7297  pairwise=0.9914
  step 150000  loss=0.02292  exact=0.7348  pairwise=0.9913
  step 151000  loss=0.02276  exact=0.7472  pairwise=0.9916
  step 152000  loss=0.02271  exact=0.7388  pairwise=0.9916
  step 153000  loss=0.02311  exact=0.7590  pairwise=0.9917
  step 154000  loss=0.02300  exact=0.7630  pairwise=0.9919
  step 155000  loss=0.02260  exact=0.7558  pairwise=0.9917
  step 156000  loss=0.02271  exact=0.7708  pairwise=0.9920
  step 157000  loss=0.02307  exact=0.7753  pairwise=0.9909
  step 158000  loss=0.02306  exact=0.7648  pairwise=0.9915
  step 159000  loss=0.02284  exact=0.7600  pairwise=0.9920
  step 160000  loss=0.02245  exact=0.7643  pairwise=0.9916
  step 161000  loss=0.02311  exact=0.7718  pairwise=0.9912
  step 162000  loss=0.02289  exact=0.7845  pairwise=0.9916
  step 163000  loss=0.02266  exact=0.7243  pairwise=0.9916
  step 164000  loss=0.02261  exact=0.7401  pairwise=0.9919
  step 165000  loss=0.02266  exact=0.7874  pairwise=0.9911
  step 166000  loss=0.02284  exact=0.7513  pairwise=0.9915
  step 167000  loss=0.02263  exact=0.7507  pairwise=0.9918
  step 168000  loss=0.02261  exact=0.7736  pairwise=0.9913
  step 169000  loss=0.02258  exact=0.7682  pairwise=0.9918
  step 170000  loss=0.02268  exact=0.7386  pairwise=0.9917
  step 171000  loss=0.02250  exact=0.7342  pairwise=0.9916
  step 172000  loss=0.02276  exact=0.7944  pairwise=0.9915
  step 173000  loss=0.02263  exact=0.7739  pairwise=0.9915
  step 174000  loss=0.02234  exact=0.7767  pairwise=0.9915
  step 175000  loss=0.02255  exact=0.7685  pairwise=0.9918
  step 176000  loss=0.02257  exact=0.7552  pairwise=0.9923
  step 177000  loss=0.02303  exact=0.7411  pairwise=0.9914
  step 178000  loss=0.02226  exact=0.7496  pairwise=0.9915
  step 179000  loss=0.02251  exact=0.7479  pairwise=0.9916
  step 180000  loss=0.02201  exact=0.7669  pairwise=0.9918
  step 181000  loss=0.02285  exact=0.7454  pairwise=0.9915
  step 182000  loss=0.02213  exact=0.7695  pairwise=0.9918
  step 183000  loss=0.02240  exact=0.7363  pairwise=0.9916
  step 184000  loss=0.02230  exact=0.7667  pairwise=0.9920
  step 185000  loss=0.02249  exact=0.7533  pairwise=0.9918
  step 186000  loss=0.02223  exact=0.7331  pairwise=0.9920
  step 187000  loss=0.02218  exact=0.7817  pairwise=0.9921
  step 188000  loss=0.02250  exact=0.7738  pairwise=0.9924
  step 189000  loss=0.02192  exact=0.7863  pairwise=0.9913
  step 190000  loss=0.02215  exact=0.7510  pairwise=0.9921
  step 191000  loss=0.02202  exact=0.7549  pairwise=0.9923
  step 192000  loss=0.02188  exact=0.7766  pairwise=0.9920
  step 193000  loss=0.02263  exact=0.7874  pairwise=0.9917
  step 194000  loss=0.02236  exact=0.8054  pairwise=0.9914
  step 195000  loss=0.02177  exact=0.7564  pairwise=0.9920
  step 196000  loss=0.02204  exact=0.7379  pairwise=0.9921
  step 197000  loss=0.02198  exact=0.7471  pairwise=0.9917
  step 198000  loss=0.02198  exact=0.7559  pairwise=0.9919
  step 199000  loss=0.02198  exact=0.7991  pairwise=0.9917
  step 200000  loss=0.02206  exact=0.7713  pairwise=0.9918
  step 201000  loss=0.02171  exact=0.7059  pairwise=0.9910
  step 202000  loss=0.02208  exact=0.7802  pairwise=0.9919
  step 203000  loss=0.02199  exact=0.7822  pairwise=0.9920
  step 204000  loss=0.02217  exact=0.7784  pairwise=0.9915
  step 205000  loss=0.02247  exact=0.7503  pairwise=0.9920
  step 206000  loss=0.02168  exact=0.7690  pairwise=0.9915
  step 207000  loss=0.02185  exact=0.7722  pairwise=0.9911
  step 208000  loss=0.02156  exact=0.7649  pairwise=0.9926
  step 209000  loss=0.02185  exact=0.7810  pairwise=0.9918
  step 210000  loss=0.02190  exact=0.7799  pairwise=0.9917
  step 211000  loss=0.02235  exact=0.7405  pairwise=0.9922
  step 212000  loss=0.02154  exact=0.7380  pairwise=0.9915
  step 213000  loss=0.02177  exact=0.6914  pairwise=0.9916
  step 214000  loss=0.02185  exact=0.7818  pairwise=0.9923
  step 215000  loss=0.02178  exact=0.7591  pairwise=0.9920
  step 216000  loss=0.02155  exact=0.7718  pairwise=0.9921
  step 217000  loss=0.02210  exact=0.7808  pairwise=0.9914
  step 218000  loss=0.02141  exact=0.7763  pairwise=0.9924
  step 219000  loss=0.02149  exact=0.7781  pairwise=0.9922
  step 220000  loss=0.02151  exact=0.7641  pairwise=0.9917
  step 221000  loss=0.02187  exact=0.7458  pairwise=0.9924
  step 222000  loss=0.02158  exact=0.7495  pairwise=0.9922
  step 223000  loss=0.02168  exact=0.7563  pairwise=0.9921
  step 224000  loss=0.02115  exact=0.7557  pairwise=0.9921
  step 225000  loss=0.02124  exact=0.7489  pairwise=0.9917
  step 226000  loss=0.02206  exact=0.7579  pairwise=0.9925
  step 227000  loss=0.02162  exact=0.7769  pairwise=0.9921
  step 228000  loss=0.02153  exact=0.7676  pairwise=0.9915
  step 229000  loss=0.02159  exact=0.7402  pairwise=0.9923
  step 230000  loss=0.02147  exact=0.7382  pairwise=0.9918
  step 231000  loss=0.02144  exact=0.7508  pairwise=0.9919
  step 232000  loss=0.02136  exact=0.7479  pairwise=0.9923
  step 233000  loss=0.02163  exact=0.7954  pairwise=0.9915
  step 234000  loss=0.02146  exact=0.7602  pairwise=0.9924
  step 235000  loss=0.02130  exact=0.7256  pairwise=0.9922
  step 236000  loss=0.02135  exact=0.7754  pairwise=0.9920
  step 237000  loss=0.02132  exact=0.7460  pairwise=0.9922
  step 238000  loss=0.02121  exact=0.7612  pairwise=0.9917
  step 239000  loss=0.02130  exact=0.7494  pairwise=0.9926
  step 240000  loss=0.02104  exact=0.7421  pairwise=0.9918
  step 241000  loss=0.02119  exact=0.7387  pairwise=0.9920
  step 242000  loss=0.02150  exact=0.7619  pairwise=0.9925
  step 243000  loss=0.02117  exact=0.7330  pairwise=0.9918
  step 244000  loss=0.02156  exact=0.7342  pairwise=0.9921
  step 245000  loss=0.02130  exact=0.7466  pairwise=0.9925
  step 246000  loss=0.02115  exact=0.7189  pairwise=0.9921
  step 247000  loss=0.02160  exact=0.7585  pairwise=0.9923
  step 248000  loss=0.02093  exact=0.7590  pairwise=0.9924
  step 249000  loss=0.02087  exact=0.7738  pairwise=0.9923
  step 250000  loss=0.02107  exact=0.7482  pairwise=0.9924
  step 251000  loss=0.02098  exact=0.7563  pairwise=0.9920
  step 252000  loss=0.02128  exact=0.7837  pairwise=0.9917
  step 253000  loss=0.02146  exact=0.7359  pairwise=0.9922
  step 254000  loss=0.02104  exact=0.7633  pairwise=0.9923
  step 255000  loss=0.02105  exact=0.7431  pairwise=0.9920
  step 256000  loss=0.02119  exact=0.7651  pairwise=0.9926
  step 257000  loss=0.02083  exact=0.7322  pairwise=0.9927
  step 258000  loss=0.02088  exact=0.7511  pairwise=0.9924
  step 259000  loss=0.02082  exact=0.7723  pairwise=0.9923
  step 260000  loss=0.02094  exact=0.7638  pairwise=0.9924
  step 261000  loss=0.02081  exact=0.7663  pairwise=0.9923
  step 262000  loss=0.02110  exact=0.7870  pairwise=0.9919
  step 263000  loss=0.02073  exact=0.7318  pairwise=0.9923
  step 264000  loss=0.02093  exact=0.7248  pairwise=0.9929
  step 265000  loss=0.02079  exact=0.7684  pairwise=0.9922
  step 266000  loss=0.02136  exact=0.7699  pairwise=0.9928
  step 267000  loss=0.02096  exact=0.7349  pairwise=0.9925
  step 268000  loss=0.02117  exact=0.7538  pairwise=0.9923
  step 269000  loss=0.02076  exact=0.7527  pairwise=0.9922
  step 270000  loss=0.02074  exact=0.7784  pairwise=0.9924
  step 271000  loss=0.02073  exact=0.6988  pairwise=0.9915
  step 272000  loss=0.02086  exact=0.7703  pairwise=0.9927
  step 273000  loss=0.02056  exact=0.7704  pairwise=0.9925
  step 274000  loss=0.02050  exact=0.7784  pairwise=0.9928
  step 275000  loss=0.02102  exact=0.7944  pairwise=0.9913
  step 276000  loss=0.02094  exact=0.7567  pairwise=0.9927
  step 277000  loss=0.02063  exact=0.7470  pairwise=0.9927
  step 278000  loss=0.02084  exact=0.7558  pairwise=0.9930
  step 279000  loss=0.02064  exact=0.7201  pairwise=0.9925
  step 280000  loss=0.02078  exact=0.7365  pairwise=0.9925
  step 281000  loss=0.02056  exact=0.7749  pairwise=0.9917
  step 282000  loss=0.02059  exact=0.7685  pairwise=0.9922
  step 283000  loss=0.02066  exact=0.7614  pairwise=0.9926
  step 284000  loss=0.02071  exact=0.7384  pairwise=0.9925
  step 285000  loss=0.02045  exact=0.7615  pairwise=0.9923
  step 286000  loss=0.02063  exact=0.7693  pairwise=0.9917
  step 287000  loss=0.02071  exact=0.7554  pairwise=0.9928
  step 288000  loss=0.02071  exact=0.7629  pairwise=0.9925
  step 289000  loss=0.02041  exact=0.7381  pairwise=0.9927
  step 290000  loss=0.02051  exact=0.7692  pairwise=0.9924
  step 291000  loss=0.02078  exact=0.7555  pairwise=0.9931
  step 292000  loss=0.02030  exact=0.7459  pairwise=0.9923
  step 293000  loss=0.02055  exact=0.7806  pairwise=0.9928
  step 294000  loss=0.02035  exact=0.7336  pairwise=0.9928
  step 295000  loss=0.02088  exact=0.7540  pairwise=0.9927
  step 296000  loss=0.02070  exact=0.7478  pairwise=0.9926
  step 297000  loss=0.02062  exact=0.7779  pairwise=0.9925
  step 298000  loss=0.02025  exact=0.7534  pairwise=0.9928
  step 299000  loss=0.02028  exact=0.7858  pairwise=0.9918
  step 300000  loss=0.02050  exact=0.7637  pairwise=0.9924
  step 301000  loss=0.02058  exact=0.7642  pairwise=0.9930
  step 302000  loss=0.02034  exact=0.7722  pairwise=0.9920
  step 303000  loss=0.02046  exact=0.7825  pairwise=0.9919
  step 304000  loss=0.02062  exact=0.7750  pairwise=0.9927
  step 305000  loss=0.02025  exact=0.7242  pairwise=0.9920
  step 306000  loss=0.02064  exact=0.7692  pairwise=0.9927
  step 307000  loss=0.02026  exact=0.7515  pairwise=0.9926
  step 308000  loss=0.02060  exact=0.7650  pairwise=0.9929
  step 309000  loss=0.02023  exact=0.7231  pairwise=0.9924
  step 310000  loss=0.02025  exact=0.7506  pairwise=0.9924
  step 311000  loss=0.02050  exact=0.7678  pairwise=0.9931
  step 312000  loss=0.02009  exact=0.7315  pairwise=0.9929
  step 313000  loss=0.02033  exact=0.7445  pairwise=0.9927
  step 314000  loss=0.02050  exact=0.7578  pairwise=0.9927
  step 315000  loss=0.02070  exact=0.7619  pairwise=0.9920
  step 316000  loss=0.02022  exact=0.7827  pairwise=0.9918
  step 317000  loss=0.02024  exact=0.7415  pairwise=0.9930
  step 318000  loss=0.02006  exact=0.7582  pairwise=0.9921
  step 319000  loss=0.02029  exact=0.7858  pairwise=0.9922
